번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
4667,계수나무 힐링숲,민간,강원도,춘천시,강원특별자치도 춘천시 남면 대곡길 20-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-31,개별,,,0,0,0,0,,,불가능
4668,물멍 캠프,민간,경기도,가평군,경기 가평군 조종면 명지산로 327-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-31,개별,,,0,0,0,0,,,불가능
4669,세이지힐 패밀리캠핑장,민간,강원도,홍천군,강원특별자치도 홍천군 남면 남노일로 479-22,0,46,0,0,10,0,0,0,0,0,0,0,0,0,0,2024-02-21,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","산책로,운동장,어린이놀이시설",1,1,0,0,"여름물놀이,가을단풍명소","텐트,릴선,화로대,난방기구,식기,침낭",가능(소형견)
4670,파주 성수캠핑장,민간,경기도,파주시,경기 파주시 탄현면 방촌로628번길 25-97,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-08,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",산책로,8,1,0,0,,화로대,불가능
4671,휴정원글램핑,민간,전라남도,해남군,전남 해남군 삼산면 가재길 48,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12,개별,"전기,무선인터넷,장작판매,온수,산책로",,0,0,0,0,걷기길,,가능(소형견)
4672,다올 캠핑장,민간,충청북도,진천군,충북 진천군 백곡면 백곡로 699-15,0,0,0,0,0,0,8,6,0,9,10,0,12,12,0,2024-10-13,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,마트.편의점","낚시,강/물놀이",12,0,0,3,"봄꽃여행,가을단풍명소,겨울눈꽃명소","릴선,화로대",가능
4673,에코관광농원,민간,경상북도,구미시,경북 구미시 산동읍 인덕1길 132-20,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024-11-15,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","산책로,운동장,농어촌체험시설",0,0,0,0,걷기길,"텐트,릴선,화로대,난방기구,식기,침낭",불가능
4674,달꿈 오토캠핑장,민간,충청남도,천안시,충남 천안시 동남구 병천면 관성3길 320-1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-18,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",산책로,15,0,0,0,,,불가능
4675,캠프1361,민간,경기도,용인시,경기 용인시 처인구 원삼면 보개원삼로 1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-18,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설","계곡 물놀이,산책로,수상레저,수영장,청소년체험시설,농어촌체험시설,어린이놀이시설",30,1,0,8,"일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
4676,간절곶풍차,민간,울산광역시,울주군,울산 울주군 서생면 해맞이로 1236-28,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2024-09-04,개별,"전기,무선인터넷,온수,물놀이장,마트.편의점","산책로,수상레저,낚시,해수욕,강/물놀이,청소년체험시설,농어촌체험시설",7,0,0,3,,,불가능
4677,캠프 해놀,민간,충청남도,태안군,충남 태안군 원북면 옥파로 1023,0,19,0,0,0,0,9,14,0,9,10,0,13,6,0,2024-04-29,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","산책로,해수욕,강/물놀이,농어촌체험시설",10,0,0,0,"일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
4678,거제 순수 풀앤뷰,민간,경상남도,거제시,경남 거제시 거제면 거제남서로 4411,15,0,0,4,0,0,12,8,15,9,9,12,2,11,1,2024-11-13,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","낚시,해수욕,강/물놀이,수영장,농어촌체험시설",12,0,0,4,"일출명소,일몰명소,낚시,봄꽃여행,여름물놀이,가을단풍명소",,불가능
4679,오페라838,민간,경기도,포천시,경기 포천시 영북면 산정호수로 838-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-05,개별,,,0,0,0,0,,,불가능
4680,내안에 쉼 캠핑파크,민간,강원도,춘천시,강원특별자치도 춘천시 동면 가락재로 1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-05,개별,"전기,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,덤프스테이션","계곡 물놀이,산책로,운동장,수상레저,낚시,청소년체험시설,농어촌체험시설,어린이놀이시설",0,0,0,0,,,불가능
4681,이티성 더 글램핑,민간,충청북도,청주시,충북 청주시 상당구 미원면 미원초정로 970-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-06,개별,,,0,0,0,0,,,불가능
4682,라일락정원 캠핑장,민간,경기도,포천시,경기 포천시 영중면 성장로 219-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-07,개별,,,0,0,0,0,,,불가능
4683,하늘숲 야영장,민간,전라북도,익산시,전북특별자치도 익산시 금마면 황금로 862,14,0,0,0,0,0,5,0,0,5,0,0,7,0,0,2024-11-07,개별,"전기,무선인터넷,온수,놀이터,산책로,운동장,운동시설","산책로,운동장,청소년체험시설,농어촌체험시설",14,0,0,0,"일출명소,일몰명소,봄꽃여행,가을단풍명소,걷기길",,가능
4684,산정원,민간,경기도,안성시,경기 안성시 양성면 양성로 349-27,0,0,15,0,0,0,3,3,6,6,8,8,12,2,1,2024-11-07,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",낚시,20,0,1,15,겨울눈꽃명소,식기,가능
4685,항상 Village 캠핑장,민간,경기도,가평군,경기 가평군 조종면 운악청계로 1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-11,개별,,,0,0,0,0,,,불가능
4686,모모글램핑,민간,경기도,가평군,경기 가평군 북면 가화로 1462-40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-11,개별,"전기,무선인터넷,장작판매,온수,마트.편의점","계곡 물놀이,산책로,운동장,수상레저,낚시",7,0,0,3,,,가능(소형견)
4687,신포 힐링타운 야영장,민간,강원도,춘천시,강원특별자치도 춘천시 사북면 신포길 114-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12,개별,,,0,0,0,0,,,불가능
4688,하늘숲 오토캠핑장,민간,경상북도,포항시,경북 포항시 북구 죽장면 죽장로 1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-13,개별,,,0,0,0,0,,,불가능
4689,바다노을 캠핑장,민간,인천광역시,강화군,인천 강화군 길상면 해안남로 779-13,13,0,0,0,0,0,4,4,4,7,7,6,5,5,3,2024-11-13,개별,"전기,무선인터넷,장작판매,온수","운동장,해수욕",2,0,0,0,"일몰명소,걷기길",릴선,가능(소형견)
4690,리틀 포레스트,민간,경상북도,경주시,경북 경주시 양남면 신대로 202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-14,개별,,,0,0,0,0,,,불가능
4691,곡신야영장,민간,대구광역시,군위군,대구 군위군 부계면 치산효령로 1174-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-18,개별,,,0,0,0,0,,,불가능
4692,뮬리아 글램핑,민간,전라남도,여수시,전남 여수시 돌산읍 돌산로 3065-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-22,개별,,,0,0,0,0,,,불가능
4693,레드우드캠핑장,민간,경기도,가평군,경기 가평군 북면 가화로 2841,0,20,0,0,0,0,7,0,0,9,0,0,20,0,0,2024-11-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","계곡 물놀이,산책로,운동장,수상레저,낚시,강/물놀이,수영장,청소년체험시설,농어촌체험시설,어린이놀이시설",10,5,5,0,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구",불가능
4694,섶마리농촌체험휴양마을,지자체,경상북도,청도군,경북 청도군 금천면 선암로 455-23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-25,개별,"전기,온수,트렘폴린,물놀이장",,0,0,0,0,,,불가능
4695,비토애럭셔리글램핑,민간,전라남도,여수시,전남 여수시 돌산읍 안굴전길 59-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-28,개별,,,0,0,0,0,,,불가능
4696,농다리캠핑장,민간,충청북도,진천군,충북 진천군 문백면 평산3길 35,0,25,0,0,0,0,9,9,0,10,8,0,22,3,0,2024-11-29,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","산책로,강/물놀이,농어촌체험시설",16,3,0,2,,일산화탄소감지기,불가능
4697,거창한 밤 캠핑장,민간,경상남도,거창군,경남 거창군 가조면 조금실길 589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-29,개별,,,0,0,0,0,,,불가능
4698,캠핑엔조이,민간,경기도,파주시,경기 파주시 적성면 윗배우니길 68,0,41,3,0,0,0,8,0,0,7,0,0,44,0,0,2024-12-04,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",청소년체험시설,22,1,1,0,,"릴선,화로대,난방기구",불가능
4699,가평 제이캠핑장,민간,경기도,가평군,경기 가평군 북면 화악산로 938-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,개별,,,0,0,0,0,,,불가능
4700,충남 금산 캠핑놀이터 캠핑장,민간,충청남도,금산군,충남 금산군 부리면 창덕로 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-06,개별,,,0,0,0,0,,,불가능
4701,달마당 캠핑장,민간,경기도,양평군,경기 양평군 지평면 고재길 145,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-12,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","산책로,낚시,농어촌체험시설",19,0,2,0,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",일산화탄소감지기,불가능
4702,휘게캠피크,민간,경기도,화성시,경기 화성시 우정읍 궁평항로 81-70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장",산책로,6,0,1,0,,"화로대,난방기구,일산화탄소감지기",가능
4703,소호랑계곡 캠핑장,민간,울산광역시,울주군,울산 울주군 상북면 소호로 463,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-16,개별,"전기,장작판매,온수,마트.편의점","계곡 물놀이,산책로,강/물놀이",9,2,0,0,,,가능(소형견)
4704,마운틴오토캠핑장,민간,충청남도,금산군,충남 금산군 금성면 마수로 407-22,40,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2024-12-27,공동취사장,"전기,무선인터넷,장작판매,온수,물놀이장,산책로","산책로,운동장",5,8,0,1,,,가능
4705,곰두리캠핑장,,강원도,인제군,강원특별자치도 인제군 남면 빙어마을길 196-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-02,,,,0,0,0,0,,,
4706,강변나루캠핑장,,경기도,연천군,경기 연천군 군남면 솔너머길 43-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-02,,,,0,0,0,0,,,
4707,독차지 캠핑,,강원도,인제군,강원특별자치도 인제군 기린면 방동약수로 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-03,,,,0,0,0,0,,,
4708,대박캠프,민간,경상남도,함양군,경남 함양군 안의면 용추계곡로 396,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-12,개별,,,0,0,0,0,,,불가능
4709,오션 포레스트 캠핑장,민간,인천광역시,강화군,인천 강화군 길상면 동검길65번길 93-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-05,,,,0,0,0,0,,,
4710,소담(sodam) 캠프닉,,전라남도,담양군,전남 담양군 담양읍 내다길 5-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-13,,,,0,0,0,0,,,
4711,자파리 캠핑,,제주특별자치도,제주시,제주특별자치도 제주시 애조로 866 (노형동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-16,,,,0,0,0,0,,,
4712,캠퍼휴 태성리 캠핑장,,충청북도,괴산군,충북 괴산군 칠성면 각연길 136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-17,,,,0,0,0,0,,,
4713,클릭,민간,강원도,춘천시,강원특별자치도 춘천시 남산면 북한강변길 68-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-18,,,,0,0,0,0,,,
4714,복하천 제3수변공원 캠핑장,,경기도,이천시,경기 이천시 경충대로 2434 (진리동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-18,,,,0,0,0,0,,,
4715,(중복삭제) 상세동야영장,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-20,,,,0,0,0,0,,,
4716,썬글램핑,민간,전라남도,화순군,전남 화순군 동면 규봉로 450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-20,,,,0,0,0,0,,,
4717,바우어 글램핑,,충청북도,영동군,충북 영동군 양산면 금강로 734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-20,,,,0,0,0,0,,,
4718,여수남파랑캠비치,,전라남도,여수시,전남 여수시 화양면 연말길 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-23,,,,0,0,0,0,,,
4719,포레 앙비떼,민간,강원도,영월군,강원특별자치도 영월군 무릉도원면 엄둔길 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-23,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로","계곡 물놀이,산책로,낚시",0,0,0,0,,"텐트,릴선,화로대,난방기구,식기,침낭,일산화탄소감지기",불가능
4720,후영캠핑장,,충청북도,괴산군,충북 괴산군 청천면 도경로 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-24,,,,0,0,0,0,,,
4721,캠프더쉼,,전라북도,완주군,전북특별자치도 완주군 동상면 송광수만로 1079-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-26,,,,0,0,0,0,,,
4722,주식회사 올덴리조트,민간,경상북도,울진군,경북 울진군 기성면 망양1길 22-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-27,,,,0,0,0,0,,,
4723,낙동강 자전거이야기촌 오토캠핑장,,경상북도,상주시,경북 상주시 사벌국면 국제승마장로 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-27,,,,0,0,0,0,,,
4724,주식회사캠프온,,강원도,영월군,강원특별자치도 영월군 영월읍 청령포로 227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-27,,,,0,0,0,0,,,
4725,하루종암,민간,충청북도,청주시,충북 청주시 상당구 미원면 종암3길 19,29,0,0,0,0,0,8,7,0,8,8,0,25,4,0,2025-01-09,개별,"전기,장작판매,온수,트렘폴린,물놀이장,마트.편의점",산책로,21,0,0,1,"일출명소,일몰명소,가을단풍명소,겨울눈꽃명소",난방기구,불가능
4726,따봄스테이,민간,충청북도,괴산군,충북 괴산군 청천면 사기막길 30-46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-17,,,,0,0,0,0,,,
4727,화랑 캠핑장,,경기도,가평군,경기 가평군 북면 가화로 1073-162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-13,,,,0,0,0,0,,,
4728,더숲 캠핑&글램핑,민간,전라남도,장성군,전남 장성군 북하면 단풍로 1285,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-24,개별,,"계곡 물놀이,운동장,농어촌체험시설",20,0,0,17,"봄꽃여행,가을단풍명소,겨울눈꽃명소","텐트,화로대,난방기구,식기,침낭,일산화탄소감지기",불가능
4729,음성농촌관광농원(농업회사법인 하나주식회사),,충청북도,음성군,충북 음성군 원남면 상경로 53-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-31,,,,0,0,0,0,,,
4730,세모,민간,경상북도,청도군,경북 청도군 청도읍 사기점길 44,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-31,,,,0,0,0,0,,,
4731,구봉산 숲속야영장,민간,전라남도,광양시,전남 광양시 제철로 1197 (황길동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-02,,,,0,0,0,0,,,
4732,내포캠핑스퀘어2,,충청남도,홍성군,충남 홍성군 홍북읍 용봉산1길 25-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-07,,,,0,0,0,0,,,
4733,덕적도 자연휴양림 야영장,지자체,인천광역시,옹진군,인천 옹진군 덕적면 덕적남로 220,6,0,0,0,0,0,4,0,0,5,0,0,6,0,0,2025-01-07,불가,"전기,온수",해수욕,6,0,0,0,,,불가능
4734,보얀트 캠핑,민간,경기도,가평군,경기 가평군 상면 청군로 273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03,,,,0,0,0,0,,,
4735,사계돔글램핑,민간,경기도,양평군,경기 양평군 서종면 황순원로 414-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-09,,,,0,0,0,0,,,
4736,달빛오름 경주,민간,경상북도,경주시,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-13,,,,0,0,0,0,,,
4737,밤하늘별캠프,,강원도,양양군,강원특별자치도 양양군 서면 고인돌길 200-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-14,,,,0,0,0,0,,,
4738,신불산 베이스캠프 관광농원,,울산광역시,울주군,울산 울주군 삼남읍 자수정로 127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-15,,,,0,0,0,0,,,
4739,언덕침소캠핑장,,충청남도,태안군,충남 태안군 고남면 큰장돌길 273-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-17,,,,0,0,0,0,,,
4740,팔공산캠핑랜드,민간,대구광역시,동구,대구 동구 용천로 215 (용수동),11,0,0,0,0,0,8,6,0,7,5,0,2,9,0,2025-01-17,공동취사장,"전기,장작판매,마트.편의점",,4,0,0,0,,,불가능
4741,오션블루스캠핑장,,충청남도,태안군,충남 태안군 남면 청포대길 121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-21,,,,0,0,0,0,,,
4742,포레스테이,민간,경상북도,청도군,경북 청도군 운문면 운문로 1328-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-23,,,,0,0,0,0,,,
4743,TEST캠핑장 (캠핑장 관리 테스트),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,
4744,선돌느티나무캠핑마을 영농조합법인,민간,충청남도,공주시,충남 공주시 유구읍 입석길 50-10,13,3,0,0,0,0,500,1000,0,600,800,0,13,3,0,2025-01-24,공동취사장,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설","계곡 물놀이,청소년체험시설",20,0,0,0,"가을단풍명소,겨울눈꽃명소",,가능(소형견)
4745,계룡산두꺼비,,대전광역시,유성구,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-20,,,,0,0,0,0,,,
4746,구릉지캠핑장,민간,경기도,여주시,경기 여주시 금사면 금품2로 425,5,11,0,0,0,0,9,9,0,7,7,0,5,11,0,2025-02-14,개별,"전기,장작판매,온수,산책로,마트.편의점","계곡 물놀이,산책로,수상레저",11,1,1,1,"일출명소,일몰명소,수상레저,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",일산화탄소감지기,가능(소형견)
4747,더 비치 글램핑,민간,경기도,안산시,경기 안산시 단원구 대부해안로 297 (대부북동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-05,,,,0,0,0,0,,,
4748,담양대나무골캠핑장,민간,전라남도,담양군,전남 담양군 월산면 가산길 364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-01,,,,0,0,0,0,,,
4749,양주 구암 캠핑장,민간,경기도,양주시,경기 양주시 남면 휴암로284번길 91-47,24,0,0,0,0,0,9,0,0,13,0,0,24,0,0,2025-02-25,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점","산책로,낚시,농어촌체험시설,어린이놀이시설",6,1,0,0,"낚시,가을단풍명소,겨울눈꽃명소",,불가능
4750,산음 해피데이 캠핑장,민간,경상남도,산청군,경남 산청군 단성면 호암로632번길 14-13,28,0,0,0,0,0,4,0,0,5,0,0,28,0,0,2025-02-11,불가,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,마트.편의점",,15,1,1,0,일몰명소,,불가능
4751,모닥모닥 황매산 캠핑장,민간,경상남도,산청군,경남 산청군 차황면 황매산로 860-29,20,0,0,0,0,0,5,4,5,7,7,6,12,6,2,2025-02-11,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점","계곡 물놀이,산책로",10,0,0,0,"봄꽃여행,걷기길",,불가능
4752,글램365,민간,경기도,가평군,경기 가평군 조종면 운악청계로490번길 47-3,0,0,0,15,0,0,20,0,0,20,0,0,15,0,0,2025-02-04,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설","계곡 물놀이,산책로,운동장,수영장",15,0,0,15,"일몰명소,여름물놀이,가을단풍명소,겨울눈꽃명소","화로대,난방기구,식기",불가능
4753,능산캠핑스쿨,민간,충청북도,음성군,충북 음성군 삼성면 금율로389번길 30,17,0,0,0,0,0,800,0,0,800,0,0,17,0,0,2025-02-14,,,,0,0,0,0,,,
4754,아르르하우스,민간,경기도,파주시,경기 파주시 탄현면 방촌로628번길 25-57,0,0,0,2,0,0,15,0,0,30,0,0,2,0,0,2025-02-04,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동장","운동장,수영장",2,0,0,2,,,가능
4755,라바돔 힐링타운,민간,인천광역시,옹진군,인천 옹진군 영흥면 영흥로722번길 36,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2025-02-07,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,마트.편의점","산책로,운동장,낚시,해수욕,강/물놀이",15,2,2,15,"일몰명소,수상레저,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
4756,안녕 라브리사,민간,경상남도,창원시,경남 창원시 마산합포구 구산면 안녕로 204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-10,,,,0,0,0,0,,,
4757,루미너스글램핑,,전라남도,여수시,전남 여수시 돌산읍 안굴전길 76-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-12,,,,0,0,0,0,,,
4758,삼인산밸리캠핑장,민간,전라남도,담양군,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-13,,,,0,0,0,0,,,
4759,청솔캠핑장,민간,전라남도,장성군,전남 장성군 남면 황토로 220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-14,,,,0,0,0,0,,,
4760,우주선캠프,민간,전라남도,고흥군,전남 고흥군 동일면 신초길 95-73,0,4,0,6,0,0,17,0,0,4,0,0,4,0,0,2025-02-17,개별,"전기,무선인터넷,장작판매,온수,물놀이장","산책로,수상레저,낚시,해수욕",11,0,0,0,"일출명소,일몰명소,액티비티,봄꽃여행",화로대,가능(소형견)
4761,휴파티,,경상남도,김해시,경남 김해시 주촌면 동선길 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-17,,,,0,0,0,0,,,
4762,선감 캠핑장,,경기도,안산시,경기 안산시 단원구 개건너길 78 (선감동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-18,,,,0,0,0,0,,,
4763,캠퍼디,,경기도,여주시,경기 여주시 북내면 여강로 375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-21,,,,0,0,0,0,,,
4764,너우리 캠핑농원,,경기도,포천시,경기 포천시 관인면 숯골길 284,0,34,0,0,4,0,4,5,0,6,7,0,10,28,0,2025-02-25,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",산책로,10,0,0,0,"가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
4765,브라운,,인천광역시,강화군,인천 강화군 화도면 해안남로 2680-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-25,,,,0,0,0,0,,,
4766,다옴 캠핑장,민간,경상남도,하동군,경남 하동군 적량면 동점길 18-71,0,6,0,0,0,0,5,5,0,7,5,0,4,2,0,2025-02-26,개별,"전기,장작판매,온수,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로,수영장",9,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
4767,호두마루 캠핑,,경상남도,사천시,경남 사천시 서포면 선창부두길 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-27,,,,0,0,0,0,,,
4768,금도끼캠핑장,,충청북도,영동군,충북 영동군 심천면 이원심천로 336-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-28,개별,"전기,장작판매",,0,0,0,0,,,불가능
4769,서진이네 오토캠핑장,민간,전라남도,광양시,전남 광양시 옥룡면 신재로 1479,0,25,0,1,0,0,4,0,0,7,0,0,15,0,0,2025-03-06,개별,,,0,0,0,0,,,불가능
4770,송림캠핑장,,충청남도,태안군,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-23,,,,0,0,0,0,,,
4771,사계절랜드파크마검포텐트오토캠핑장,,충청남도,태안군,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-09,,,,0,0,0,0,,,
4772,캠핑 유유자적,민간,대구광역시,달성군,대구 달성군 가창면 우록3길 64-1,0,8,0,0,0,0,600,700,500,1000,1000,1000,4,2,2,2025-03-20,개별,"전기,무선인터넷,장작판매,온수,마트.편의점",산책로,4,1,1,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
4773,부라보캠프,민간,강원도,양양군,강원특별자치도 양양군 현북면 법수치길 59,18,0,0,0,0,0,6,7,5,8,9,7,4,3,3,2022-05-31,공동취사장,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로,수상레저,해수욕,강/물놀이,청소년체험시설,어린이놀이시설",9,1,1,9,"일출명소,수상레저,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능
4774,펫츠런파크,민간,경상남도,거제시,경남 거제시 둔덕면 언양로 83,9,3,0,0,0,0,11,9,20,7,9,9,2,4,1,2025-03-25,,,,0,0,0,0,,,
4775,송백농원(이나투캠핑),민간,경상북도,구미시,경북 구미시 산동읍 송백로 674-1,0,0,0,9,0,0,7,0,0,6,0,0,9,0,0,2025-03-12,,,,0,0,0,0,,,
4776,캐스트라글램핑,민간,경기도,가평군,경기 가평군 북면 멱골로 398-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-04,,,,0,0,0,0,,,
