번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
4777,매봉산 천상의 숲,지자체,강원도,태백시,강원특별자치도 태백시 백두대간로 563 (창죽동),18,26,0,0,0,0,7,5,5,9,7,4,20,9,15,2025-03-24,불가,"전기,온수,산책로,마트.편의점",산책로,45,10,0,0,"가을단풍명소,겨울눈꽃명소,걷기길",,불가능
4778,스테이펀 글램핑,,전라남도,영암군,전남 영암군 영암읍 기찬랜드로 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-17,,,,0,0,0,0,,,
4779,경주 보문호 글램핑,,경상북도,경주시,경북 경주시 보문마을길 28-10 (구황동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-27,,,,0,0,0,0,,,
4780,시에스타,민간,경상북도,경주시,경북 경주시 안강읍 새안현로 928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-05,,,,0,0,0,0,,,
4781,캠핑요기야,민간,경상북도,김천시,경북 김천시 증산면 수도길 208-47,16,0,0,0,0,0,8,0,0,7,0,0,16,0,0,2025-03-25,개별,"전기,무선인터넷,장작판매,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로,강/물놀이,청소년체험시설,농어촌체험시설",16,0,0,20,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","화로대,식기,일산화탄소감지기",가능(소형견)
4782,솔담야영장,,대구광역시,군위군,대구 군위군 부계면 한티로 2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-26,,,,0,0,0,0,,,
4783,비비드 글램핑,민간,경상남도,사천시,경남 사천시 실안길 292 (실안동),0,0,10,0,0,0,4,0,0,9,0,0,10,0,0,2025-03-24,불가,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","산책로,낚시,해수욕",12,0,10,10,"일몰명소,낚시,걷기길",,불가능
4784,바보온달 리조트,,경상남도,산청군,경남 산청군 생비량면 상능로150번길 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-06,,,,0,0,0,0,,,
4785,춘풍원 농촌체험 휴양마을 야영장,지자체,경상남도,합천군,경남 합천군 쌍백면 쌍백중앙로 99,4,3,0,0,0,0,8,0,0,12,0,0,8,0,0,2025-03-10,개별,"전기,장작판매,온수,산책로,운동장","산책로,운동장",8,0,0,0,,,가능
4786,담터 민수 캠핑장,,경기도,포천시,경기 포천시 관인면 담터길 271,32,0,0,0,0,0,8,0,0,5,0,0,32,0,0,2025-03-12,개별,"전기,무선인터넷","계곡 물놀이,강/물놀이",0,0,0,0,,,가능
4787,산내들 관광농원,,경기도,포천시,경기 포천시 영북면 산정호수로 688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-19,,,,0,0,0,0,,,
4788,글램포레 글램핑,민간,경기도,포천시,경기 포천시 영북면 산정호수로 1008-1,1,0,0,13,0,0,10,0,0,10,0,0,1,0,0,2025-03-27,,,,0,0,0,0,,,
4789,제임스글램핑,민간,경기도,포천시,경기 포천시 이동면 화동로 2406,1,0,4,2,0,0,4,5,0,6,6,0,6,1,0,2025-03-17,개별,"전기,무선인터넷,장작판매,온수,산책로,마트.편의점",계곡 물놀이,7,0,1,7,"여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
4790,강릉 바다내음 캠핑장,,강원도,강릉시,강원특별자치도 강릉시 강동면 율곡로 1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-27,,,,0,0,0,0,,,
4791,청풍호반 캠핑장,민간,충청북도,제천시,충북 제천시 청풍면 용곡길 218,5,0,1,0,0,0,8,0,0,8,0,0,5,0,0,2025-03-20,개별,"전기,장작판매,온수,산책로,마트.편의점","산책로,수상레저,낚시,강/물놀이",5,0,0,0,"일출명소,일몰명소,수상레저,낚시,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구,식기,침낭",가능
4792,소백산 별빛감성 캠핑장,민간,충청북도,단양군,충북 단양군 가곡면 새밭로 483,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-06,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,마트.편의점","계곡 물놀이,산책로,강/물놀이",11,0,0,0,"일몰명소,가을단풍명소",,불가능
4793,상무평화공원 캠핑장,,전라남도,장성군,전남 장성군 삼계면 영장로 1738-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-06,,,,0,0,0,0,,,
4794,덕신야영장,민간,경상남도,남해군,경남 남해군 설천면 남해대로 4110-9,2,13,6,2,7,0,6,8,14,8,12,9,13,7,2,2025-03-20,개별,"전기,무선인터넷,온수,산책로,운동장,마트.편의점,덤프스테이션","낚시,청소년체험시설,농어촌체험시설",46,0,0,13,"일출명소,일몰명소,수상레저,낚시","화로대,일산화탄소감지기",불가능
4795,합천오토캠핑장,,경상남도,합천군,경남 합천군 봉산면 월행로 911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-31,,,,0,0,0,0,,,
4796,비원 바베큐&캠핑,민간,경기도,여주시,경기 여주시 흥천면 문장안길 51-35,10,0,0,0,0,0,8,7,6,5,5,4,3,3,3,2025-04-09,,,,0,0,0,0,,,
4797,캠프운악Hi,민간,경기도,포천시,경기 포천시 일동면 영일로 665-5,30,0,0,0,0,0,8,12,30,8,12,7,18,11,1,2025-04-04,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",,23,0,0,0,,,불가능
4798,용인 에버베이카라반,민간,경기도,용인시,경기 용인시 처인구 포곡읍 부곡로 149-5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,마트.편의점",,26,10,0,23,일몰명소,화로대,불가능
4799,산과 벗 캠핑장,민간,충청북도,진천군,충북 진천군 백곡면 배티로 405,0,14,0,0,0,0,6,0,0,9,0,0,14,0,0,2025-04-18,개별,"전기,무선인터넷,장작판매,온수",산책로,14,0,0,0,,"텐트,화로대",가능
4800,도전캠핑장,민간,경기도,여주시,경기 여주시 강천면 원양1로 732-5,0,11,0,0,0,0,8,8,12,8,10,10,8,2,1,2025-04-11,개별,"전기,무선인터넷,장작판매,온수,운동시설",,7,0,0,0,,화로대,불가능
4801,신스 펫 앤 키즈글램핑,민간,전라남도,고흥군,전남 고흥군 과역면 고흥로 3172-11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4802,수대울 캠핑장,민간,경기도,양평군,경기 양평군 서종면 수대울길 147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-02,,,,0,0,0,0,,,
4803,아람치 야영장,민간,충청남도,당진시,충남 당진시 석문면 산단9로 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-03,개별,,,0,0,0,0,,,불가능
4804,인북천 물빛테마공원 캠핑장,민간,강원도,인제군,강원특별자치도 인제군 서화면 천도양지길 14-57,22,0,14,0,0,0,9,0,0,9,0,0,22,0,0,2025-04-04,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,마트.편의점","산책로,낚시,강/물놀이",50,0,0,0,"낚시,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",화로대,불가능
4805,자연의꿈2,민간,경기도,파주시,경기 파주시 법원읍 초리골길 230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-07,,,,0,0,0,0,,,
4806,계절감각글램핑엔카라반,민간,경기도,가평군,경기 가평군 조종면 운악청계로371번길 83,0,0,3,5,0,0,4,3,0,9,10,0,3,5,0,2025-04-08,,,,0,0,0,0,,,
4807,별빛 오토 캠핑장,민간,경상남도,거창군,경남 거창군 북상면 산수병곡길 261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4808,한밤터,민간,대구광역시,군위군,대구 군위군 부계면 한밤8길 147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4809,천사섬 오션 카라반,민간,전라남도,신안군,전남 신안군 자은면 한운길 151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4810,별의바다 조동캠핑장,민간,충청북도,영동군,충북 영동군 용화면 민주지산로 765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4811,구이PICK,민간,경기도,오산시,경기 오산시 서랑로 208-13 (지곶동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-09,,,,0,0,0,0,,,
4812,잔디마당 자동차 야영장,민간,경상북도,봉화군,경북 봉화군 춘양면 춘양로 785-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-11,,,,0,0,0,0,,,
4813,해든,민간,경기도,포천시,경기 포천시 영북면 비둘기낭길 60-7,0,0,14,0,0,0,6,7,8,3,3,5,12,1,1,2025-04-11,개별,"전기,온수,놀이터,산책로,마트.편의점","계곡 물놀이,산책로,농어촌체험시설,어린이놀이시설",14,1,1,14,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길","화로대,난방기구,식기,일산화탄소감지기",가능
4814,리버백담 캠핑장,민간,강원도,인제군,강원특별자치도 인제군 북면 황태길 103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-11,개별,,,0,0,0,0,,,불가능
4815,그린델발트 캠핑앤카라반,민간,경기도,가평군,경기 가평군 설악면 미사리로 828-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-14,,,,0,0,0,0,,,
4816,내포레캠핑장,민간,충청남도,홍성군,충남 홍성군 홍북읍 홍북로 626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-15,,,,0,0,0,0,,,
4817,사기리134,민간,경상북도,경산시,경북 경산시 하양읍 환성로 339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-15,,,,0,0,0,0,,,
4818,흥림호수농원,민간,충청남도,서천군,충남 서천군 종천면 대백제로 1415-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-16,,,,0,0,0,0,,,
4819,누크(NOOK) 글램핑&캠핑,민간,강원도,홍천군,강원특별자치도 홍천군 내면 내린천로 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-17,,,,0,0,0,0,,,
4820,토종캠핑장,민간,충청북도,괴산군,충북 괴산군 청천면 괴산로 383-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-17,,,,0,0,0,0,,,
4821,화개 캠핑장 쉼,민간,경상남도,하동군,경남 하동군 화개면 쌍계로 185-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-18,,,,0,0,0,0,,,
4822,(주)궁평해윰캠핑장,민간,경기도,화성시,경기 화성시 서신면 궁평항로 1069-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-18,,,,0,0,0,0,,,
4823,올라봄 캠크닉,민간,경기도,화성시,경기 화성시 향남읍 향봉로 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-18,,,,0,0,0,0,,,
4824,모래알캠핑장,민간,경상북도,포항시,경북 포항시 북구 송라면 봉화길245번길 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-18,,,,0,0,0,0,,,
4825,온온,민간,경기도,양평군,경기 양평군 단월면 물레골길 24-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-18,,,,0,0,0,0,,,
4826,제주인포항 개별 수영장 카라반,민간,경상북도,포항시,경북 포항시 남구 호미곶면 구만길 198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-21,,,,0,0,0,0,,,
4827,도프앙 캠핑,민간,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 도원로26번길 20,0,0,11,0,0,0,5,0,0,6,0,0,11,0,0,2025-04-22,,,,0,0,0,0,,,
4828,라일락 관광농원,민간,경기도,안산시,경기 안산시 단원구 선감로 258-34 (선감동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-22,,,,0,0,0,0,,,
4829,늘 푸른 사랑농원,민간,충청북도,충주시,충북 충주시 소태면 주치길 396-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-23,,,,0,0,0,0,,,
4830,닻별 캠핑장,민간,경상남도,산청군,경남 산청군 생비량면 상능로 159-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-24,,,,0,0,0,0,,,
4831,그린델발트 글램핑,민간,경기도,가평군,경기 가평군 설악면 미사리로 828-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-25,,,,0,0,0,0,,,
4832,피톤치드 글램핑장,민간,강원도,원주시,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-29,,,,0,0,0,0,,,
4833,고성 봉수대 원더캠프&비치,민간,강원도,고성군,강원특별자치도 고성군 죽왕면 봉수대길 10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-30,,,,0,0,0,0,,,
4834,멍 캠핑장,민간,강원도,강릉시,강원특별자치도 강릉시 구정면 오독떼기길 20,12,0,0,0,0,0,4,10,15,6,8,10,7,3,2,2025-04-30,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장","계곡 물놀이,산책로,운동장,강/물놀이,농어촌체험시설",12,0,1,2,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능
4835,연천와캠핑 글램핑,민간,경기도,연천군,경기 연천군 미산면 청정로 1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-30,,,,0,0,0,0,,,
4836,스므나리 캠핑장,민간,강원도,횡성군,강원특별자치도 횡성군 서원면 월송석화로 253,16,0,0,0,0,0,10,0,0,10,0,0,16,0,0,2025-05-02,,,,0,0,0,0,,,
4837,해간도카라반,민간,경상남도,통영시,경남 통영시 용남면 해간길 55-1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2024-10-31,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,마트.편의점","산책로,수상레저,낚시,해수욕,강/물놀이,농어촌체험시설,어린이놀이시설",10,10,10,10,"일출명소,일몰명소,수상레저,낚시,여름물놀이,걷기길","릴선,화로대,난방기구,식기,일산화탄소감지기",불가능
4838,서두물야영장,민간,충청남도,당진시,충남 당진시 신평면 서두물길 93,10,0,1,0,0,0,6,3,0,8,9,0,10,1,0,2025-05-12,개별,"전기,무선인터넷,장작판매,온수,산책로","산책로,낚시,수영장,농어촌체험시설,어린이놀이시설",6,0,0,0,"일출명소,일몰명소,봄꽃여행,여름물놀이,걷기길","텐트,릴선,난방기구",가능
4839,라라랜드,민간,충청북도,제천시,충북 제천시 백운면 애련로 748-56,0,49,0,0,0,0,6,9,9,12,10,8,38,5,3,2025-05-07,개별,"전기,무선인터넷,장작판매,산책로,운동장","계곡 물놀이,산책로,운동장,낚시,강/물놀이,농어촌체험시설",25,0,0,0,"낚시,봄꽃여행,가을단풍명소,걷기길",,가능(소형견)
4840,농업회사법인 유한회사 여산보리수,민간,전라북도,익산시,전북특별자치도 익산시 여산면 천호로 103-55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-26,,,,0,0,0,0,,,
4841,모모캠핑,민간,강원도,횡성군,강원특별자치도 횡성군 갑천면 외갑천로736번길 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-29,,,,0,0,0,0,,,
4842,휴심채,민간,충청남도,보령시,충남 보령시 통나무마을1길 48-21 (신흑동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-02,,,,0,0,0,0,,,
4843,디지털곤충학습관캠프,민간,경상남도,창녕군,경남 창녕군 창녕읍 담안길 33-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-02,,,,0,0,0,0,,,
4844,나홀로캠프,민간,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 곽납로 62-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-02,,,,0,0,0,0,,,
4845,가평 깨비도 글램핑,민간,경기도,가평군,경기 가평군 가평읍 태봉두밀로 460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-05,,,,0,0,0,0,,,
4846,단양청정밸리 캠핑장,민간,충청북도,단양군,충북 단양군 영춘면 남천4길 104-41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-08,,,,0,0,0,0,,,
4847,루트113 베이스캠프,,울산광역시,울주군,울산 울주군 삼동면 보삼길 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-08,,,,0,0,0,0,,,
4848,곰돌이 캠핑장,민간,경기도,안산시,경기 안산시 단원구 영전로 329 (대부동동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-09,,,,0,0,0,0,,,
4849,밤별생각 낮달이야기,민간,충청북도,제천시,충북 제천시 백운면 덕동로 527-13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-09,,,,0,0,0,0,,,
4850,청산캠핑장,민간,강원도,원주시,강원특별자치도 원주시 호저면 칠봉로 604-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,,,,0,0,0,0,,,
4851,늘데이,민간,경기도,남양주시,경기 남양주시 진접읍 경복대로197번길 5-21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-14,,,,0,0,0,0,,,
4852,화성기천캠핑장,민간,경기도,화성시,경기 화성시 봉담읍 건달산로 269,9,0,0,0,0,0,5,5,0,6,7,0,7,2,0,2025-05-15,개별,"전기,장작판매,온수,마트.편의점","산책로,낚시",6,0,0,0,,,가능
4853,해핑 글램핑,민간,경기도,포천시,경기 포천시 소흘읍 광릉수목원로 967-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-15,,,,0,0,0,0,,,
4854,에메랄드 글램핑장,민간,강원도,정선군,강원특별자치도 정선군 남면 자뭇골길 295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-19,,,,0,0,0,0,,,
4855,마차박물관 어린이체험 캠핑장,민간,충청북도,진천군,충북 진천군 문백면 농다리로 34-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-20,,,,0,0,0,0,,,
4856,모나팜 캠핑장,민간,충청남도,아산시,충남 아산시 순천향로 623-22 (신인동),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-20,,,,0,0,0,0,,,
4857,더봄야영장,민간,전라남도,신안군,전남 신안군 압해읍 송림양알길 188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-22,,,,0,0,0,0,,,
4858,가야산뷰관광농원캠핑장,민간,경상남도,합천군,경남 합천군 가야면 매화산로 424-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-22,,,,0,0,0,0,,,
4859,화양야영장,민간,경기도,양평군,경기 양평군 강상면 강상로 422-38,13,0,0,0,0,0,3,0,0,4,0,0,13,0,0,2025-05-23,공동취사장,산책로,산책로,13,0,0,0,,,가능(소형견)
4860,아이호 캠핌장,민간,강원도,인제군,강원특별자치도 인제군 상남면 자포대길 550-112,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,2025-05-23,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점","계곡 물놀이,산책로,운동장,농어촌체험시설",34,0,0,1,"수상레저,여름물놀이,가을단풍명소,걷기길","텐트,화로대,난방기구,식기,침낭",불가능
4861,아싸캠프I,민간,충청북도,충주시,충북 충주시 산척면 인등로 282,10,0,0,3,10,0,3,0,0,7,0,0,10,0,0,2025-05-23,개별,"전기,무선인터넷,장작판매,온수,산책로","산책로,강/물놀이",15,3,1,3,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",화로대,가능
4862,페르마타,민간,경기도,가평군,경기 가평군 상면 녹수계곡로 30,7,0,12,0,5,0,9,9,9,5,12,5,7,12,5,2025-05-26,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,농어촌체험시설",25,0,25,25,"일출명소,일몰명소,수상레저,스키,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구,식기,일산화탄소감지기",가능
4863,싱싱포레 야영장,민간,강원도,횡성군,강원특별자치도 횡성군 갑천면 갑천로406번길 77-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-29,,,,0,0,0,0,,,
4864,문장대 조아 캠핑장,민간,경상북도,상주시,경북 상주시 화북면 문장로 1666-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-29,,,,0,0,0,0,,,
4865,캠프힐 올되다 캠핑장,민간,경상북도,고령군,경북 고령군 덕곡면 덕운로 666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-29,,,,0,0,0,0,,,
4866,참외별 캠핑장,민간,경상북도,성주군,경북 성주군 금수강산면 성주로 548-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-29,,,,0,0,0,0,,,
4867,담터휴 캠핑장,민간,강원도,철원군,강원특별자치도 철원군 동송읍 담터길 372,8,0,6,0,0,0,8,0,0,8,0,0,8,0,0,2025-05-30,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점","계곡 물놀이,산책로",0,0,0,0,,,불가능
4868,블루모어 글램핑 리조트,민간,경상남도,남해군,경남 남해군 삼동면 죽방로 615,0,0,17,0,0,0,3,0,0,3,0,0,0,0,0,2025-05-30,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,마트.편의점","산책로,수상레저,해수욕,수영장",17,0,0,0,"일몰명소,낚시,여름물놀이,겨울눈꽃명소,걷기길",,불가능
4869,빵굽는 카라반,민간,경기도,포천시,경기 포천시 영중면 금화봉2길 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-30,,,,0,0,0,0,,,
4870,오후애캠핑,민간,경상남도,고성군,경남 고성군 영오면 영회로 651,30,0,0,0,0,0,6,0,0,10,0,0,30,0,0,2025-06-09,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장","청소년체험시설,농어촌체험시설",25,0,0,0,,,가능(소형견)
4871,카라반캠핑 고요,민간,전라북도,무주군,전북특별자치도 무주군 설천면 구천동로 1048-26,1,0,0,7,0,0,25,15,12,25,20,20,1,2,4,2025-06-04,개별,"전기,무선인터넷,장작판매,온수,산책로","계곡 물놀이,산책로,낚시",22,0,0,8,"수상레저,스키,낚시,액티비티,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",화로대,불가능
